시군구코드,지정년도,지정일자,업소명,소재지도로명,소재지지번,허가(신고)번호,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호,도로명주소,위도,경도,지정월,면적분류,구
3030000,2016,2016-11-30,탕가네,서울특별시 성동구 성수이로 54 2층 (성수동2가),서울특별시 성동구 성수동2가  326번지 4호  ,3030000-101-2015-00096,한식,찌개 탕,83.0,성수2가제1동,02 4673001,서울특별시 성동구 성수이로 54,37.5476552,127.0580148,11,소형음식점,성동구
3230000,2016,2016-11-30,푸드캐피탈 웍스타일,서울특별시 송파구 올림픽로 240 지상1층 (잠실동 롯데월드 어드벤쳐동),서울특별시 송파구 잠실동  40번지 1호  롯데월드 어드벤쳐동 지상1층,3230000-101-2012-00537,기타,볶음밥 볶음면,77.62,잠실3동,0221431271,서울특별시 송파구 올림픽로 240,37.51110405,127.09823334105309,11,소형음식점,송파구
3230000,2016,2016-11-30,나살던고향,서울특별시 송파구 백제고분로7길 24-7 (잠실동),서울특별시 송파구 잠실동  190번지 1호  ,3230000-101-2001-17140,호프/통닭,식사 전류,151.8,잠실본동,02 4167331,서울특별시 송파구 백제고분로7길 24-7,37.5098702,127.0835484,11,중형음식점,송파구
3230000,2016,2016-11-30,우쿠야 가락점,서울특별시 송파구 송파대로30길 16 101호 (가락동 두산위브 지하 ),서울특별시 송파구 가락동  98번지  두산위브 지하-101,3230000-101-2007-00089,한식,샤브샤브우동돈까스,231.0,가락본동,02 4309282,서울특별시 송파구 송파대로30길 16,37.4951276,127.1196398,11,중형음식점,송파구
3230000,2016,2016-11-30,비와별 닭갈비 잠실직영점,서울특별시 송파구 삼학사로 100 지상1층 (석촌동),서울특별시 송파구 석촌동  1번지  ,3230000-101-2016-00082,기타,닭갈비,82.5,석촌동,0222025552,서울특별시 송파구 삼학사로 100,37.5029214,127.0970217,11,소형음식점,송파구
3230000,2016,2016-11-30,본띠아모,서울특별시 송파구 올림픽로 240 지상2층 (잠실동 롯데월드어드벤처동 알라딘가든내),서울특별시 송파구 잠실동  40번지 1호  롯데월드어드벤처동 지상2층 알라딘가든내,3230000-101-2012-00551,경양식,철판음식 파스타,82.5,잠실3동,0232721462,서울특별시 송파구 올림픽로 240,37.51110405,127.09823334105309,11,소형음식점,송파구
3230000,2016,2016-11-30,일식호림,서울특별시 송파구 석촌호수로 176 2층 (삼전동),서울특별시 송파구 삼전동  130번지 2호  ,3230000-101-1986-08020,일식,회,806.59,삼전동,02 4153413,서울특별시 송파구 석촌호수로 176,37.5080571,127.1029546,11,대형음식점,송파구
3230000,2016,2016-11-30,장인미역,서울특별시 송파구 삼전로 89 지상1층 (잠실동),서울특별시 송파구 잠실동  252번지 2호  지상1층,3230000-101-2008-00178,한식,미역국,201.6,잠실본동,02 4257266,서울특별시 송파구 삼전로 89,37.5043628,127.0880067,11,중형음식점,송파구
3230000,2016,2016-11-30,주식회사 엘브라더스 맨하탄슈퍼 직영점,서울특별시 송파구 올림픽로10길 14 지상1층 (잠실동),서울특별시 송파구 잠실동  192번지 11호  지상1층,3230000-101-1999-00056,기타,족발,75.6,잠실본동,0222038908,서울특별시 송파구 올림픽로10길 14,37.5084309,127.0816477,11,소형음식점,송파구
3030000,2016,2016-11-30,두루치기김치찌개,서울특별시 성동구 광나루로 320-1 나동 1층 (성수동2가),서울특별시 성동구 성수동2가  281번지 12호  ,3030000-101-2014-00215,한식,김치찌개,75.0,성수2가제3동,02 4622255,서울특별시 성동구 광나루로 320-1,37.54508,127.033661,11,소형음식점,성동구
3230000,2016,2016-11-30,강가,서울특별시 송파구 올림픽로 300 캐주얼동 지상6층 (신천동),서울특별시 송파구 신천동  29번지 캐주얼 지상6층,3230000-101-2000-16087,경양식,인도카레,143.5,잠실6동,0234443610,서울특별시 송파구 올림픽로 300,37.5125366,127.1026546,11,중형음식점,송파구
3230000,2016,2016-11-30,오므토토마토,서울특별시 송파구 올림픽로 240 지상2층 (잠실동 롯데월드어드벤처동 알라딘가든내),서울특별시 송파구 잠실동  40번지 1호  롯데월드어드벤처동 지상2층 알라딘가든내,3230000-101-2012-00549,한식,오므라이스,82.15,잠실3동,0221431273,서울특별시 송파구 올림픽로 240,37.51110405,127.09823334105309,11,소형음식점,송파구
3230000,2016,2016-11-30,석촌냉면,서울특별시 송파구 백제고분로37길 6 지상1층 (석촌동),서울특별시 송파구 석촌동  77번지 5호  지상1층,3230000-101-2014-00254,냉면집,냉면,132.0,석촌동,02 4213234,서울특별시 송파구 백제고분로37길 6,37.5041198,127.1040452,11,중형음식점,송파구
3230000,2016,2016-11-30,풍향,서울특별시 송파구 올림픽로 240 (잠실동 롯데월드어드벤처동 지상2층 로티로리가든내),서울특별시 송파구 잠실동  40번지 1호  롯데월드어드벤처동 지상2층 로티로리가든내,3230000-101-2012-00553,한식,비빔밥 냉면,116.42,잠실본동,0221431273,서울특별시 송파구 올림픽로 240,37.51110405,127.09823334105309,11,중형음식점,송파구
3230000,2016,2016-11-30,봉추찜닭 롯데월드몰,서울특별시 송파구 올림픽로 300 (신천동 캐쥬얼동 지상6층),서울특별시 송파구 신천동  29번지  캐쥬얼동 지상6층,3230000-101-2014-00570,기타,찜닭,143.41,잠실4동,02  32134621,서울특별시 송파구 올림픽로 300,37.5125366,127.1026546,11,중형음식점,송파구
3230000,2016,2016-11-30,윗세오름,서울특별시 송파구 삼학사로 87 (삼전동),서울특별시 송파구 삼전동  131번지 14호  ,3230000-101-2009-00508,한식,제주오겹살,52.8,삼전동,02 4228577,서울특별시 송파구 삼학사로 87,37.5029214,127.0970217,11,소형음식점,송파구
3230000,2016,2016-11-30,교동짬뽕,서울특별시 송파구 마천로57길 12 (마천동1층),서울특별시 송파구 마천동  307번지 5호  1층,3230000-101-2005-00674,중국식,짬뽕,66.0,마천1동,02 4020204,서울특별시 송파구 마천로57길 12,37.4951022,127.1529667,11,소형음식점,송파구
3230000,2016,2016-11-30,갓텐스시 롯데월드몰,서울특별시 송파구 올림픽로 300 캐주얼동 5층 (신천동),서울특별시 송파구 신천동  29번지 캐주얼 지상5층,3230000-101-2014-00577,일식,회전초밥,226.97,잠실6동,02  32134519,서울특별시 송파구 올림픽로 300,37.5125366,127.1026546,11,중형음식점,송파구
3060000,2016,2016-11-28,어수라 생선구이,서울특별시 중랑구 면목로91길 19 (상봉동),서울특별시 중랑구 상봉동  111번지 17호  ,3060000-101-2000-09571,한식,생선구이,52.92,상봉제2동,02  437 9295,서울특별시 중랑구 면목로91길 19,37.5943854,127.085207,11,소형음식점,중랑구
3060000,2016,2016-11-28,한촌설렁탕,서울특별시 중랑구 상봉로 39 A동 1층 (면목동 엠에스빌딩),서울특별시 중랑구 면목동  72번지 1호  ,3060000-101-2015-00171,한식,설렁탕,165.0,면목본동,02  435 7933,서울특별시 중랑구 상봉로 39,37.5981883,127.0928622,11,중형음식점,중랑구
3060000,2016,2016-11-28,맹돌이생선구이쌈밥,서울특별시 중랑구 용마산로115길 59 2층 (망우동),서울특별시 중랑구 망우동  491번지 39호  2층,3060000-101-1994-03515,한식,생선구이,88.8,망우본동,02 4918221,서울특별시 중랑구 용마산로115길 59,37.5982719,127.0971932944693,11,소형음식점,중랑구
3060000,2016,2016-11-28,공주식당,서울특별시 중랑구 상봉로 80 1층 (망우동),서울특별시 중랑구 망우동  479번지 79호  ,3060000-101-2005-00018,한식,닭곰탕,47.52,망우제3동,02   4346497,서울특별시 중랑구 상봉로 80,37.5981883,127.0928622,11,소형음식점,중랑구
3060000,2016,2016-11-28,호반한식뷔페,서울특별시 중랑구 봉화산로 24 1층 (중화동),서울특별시 중랑구 중화동  312번지 119호  ,3060000-101-2001-10403,한식,돼지갈비,69.68,중화제2동,02  495 9130,서울특별시 중랑구 봉화산로 24,37.6008738,127.0789313,11,소형음식점,중랑구
3060000,2016,2016-11-28,서해쭈꾸미,서울특별시 중랑구 겸재로 191 (면목동),서울특별시 중랑구 면목동  102번지 15호  ,3060000-101-2000-09600,한식,주꾸미,62.64,면목본동,02  22097892,서울특별시 중랑구 겸재로 191,37.5900621,127.0950818,11,소형음식점,중랑구
3060000,2016,2016-11-28,스시남,서울특별시 중랑구 중랑역로 261 1층 (묵동),서울특별시 중랑구 묵동  166번지 39호  ,3060000-101-2015-00159,일식,회초밥,69.98,묵제1동,02  975 1093,서울특별시 중랑구 중랑역로 261,37.5956561,127.0762847,11,소형음식점,중랑구
3060000,2016,2016-11-28,뱃놈과 백정,서울특별시 중랑구 면목로 348 (면목동),서울특별시 중랑구 면목동  458번지 28호  ,3060000-101-2001-09756,한식,돼지갈비,109.89,면목제3.8동,02  493 0807,서울특별시 중랑구 면목로 348,37.5925264,127.0864975,11,중형음식점,중랑구
3060000,2016,2016-11-28,갈비공장신내점,서울특별시 중랑구 신내로14길 22 (신내동),서울특별시 중랑구 신내동  587번지 4호  삼영빌딩 1층,3060000-101-1999-08674,한식,갈비.삼겹살,131.41,신내1동,02  436 3392,서울특별시 중랑구 신내로14길 22,37.6055937,127.0967288,11,중형음식점,중랑구
3060000,2016,2016-11-28,호반닭갈비막국수,서울특별시 중랑구 봉화산로 20 (중화동),서울특별시 중랑구 중화동  313번지 1호  ,3060000-101-2002-00143,한식,닭갈비,72.39,중화제2동,02  439 1656,서울특별시 중랑구 봉화산로 20,37.6015974,127.08061,11,소형음식점,중랑구
3060000,2016,2016-11-28,대한족발,서울특별시 중랑구 사가정로51길 31 (면목동 1층),서울특별시 중랑구 면목동  595번지 56호  ,3060000-101-2006-00291,한식,족발,105.04,면목제3.8동,02  22092356,서울특별시 중랑구 사가정로51길 31,37.5821906,127.087964,11,중형음식점,중랑구
3060000,2016,2016-11-28,추오정남원추어탕,서울특별시 중랑구 용마산로125길 108-7 (신내동),서울특별시 중랑구 신내동  430번지 5호  ,3060000-101-2002-00654,한식,추어탕,175.77,신내1동,02  433 0203,서울특별시 중랑구 용마산로125길 108-7,37.6025278,127.0998537,11,중형음식점,중랑구
3060000,2016,2016-11-28,뽈따구,서울특별시 중랑구 봉우재로33길 48 (상봉동),서울특별시 중랑구 상봉동  105번지 9호  ,3060000-101-2002-00084,한식,닭갈비,49.4,상봉제2동,02  491 1644,서울특별시 중랑구 봉우재로33길 48,37.5933991,127.0878805,11,소형음식점,중랑구
3060000,2016,2016-11-28,해물명가 아구동태해물찜탕,서울특별시 중랑구 동일로 880 1층 (묵동),서울특별시 중랑구 묵동  122번지 350호  ,3060000-101-2016-00036,한식,아귀찜,214.9,묵제1동,02  949 1131,서울특별시 중랑구 동일로 880,37.601927,127.0792868,11,중형음식점,중랑구
3060000,2016,2016-11-28,양지촌,서울특별시 중랑구 망우로 184 (상봉동),서울특별시 중랑구 상봉동  136번지 10호  ,3060000-101-2007-00176,한식,갈비,454.0,상봉제2동,02  22074200,서울특별시 중랑구 망우로 184,37.5960993,127.0832875,11,대형음식점,중랑구
3060000,2016,2016-11-28,명태촌 낙지세상,서울특별시 중랑구 동일로 817 2층 (중화동),서울특별시 중랑구 중화동  305번지 70호  ,3060000-101-2012-00153,한식,낙지볶음,172.0,중화제2동,02  434 9279,서울특별시 중랑구 동일로 817,37.601927,127.0792868,11,중형음식점,중랑구
3220000,2016,2016-11-25,서울덮밥&김치찜,서울특별시 강남구 테헤란로87길 22 지하1층 Q103호 (삼성동),서울특별시 강남구 삼성동  159번지 6호  ,3220000-101-2014-00863,한식,김치갈비전골,65.62,삼성1동,,서울특별시 강남구 테헤란로87길 22,37.5098719,127.0583143,11,소형음식점,강남구
3220000,2016,2016-11-25,명인등심(청담유통),서울특별시 강남구 도산대로 211 동현빌딩 지상2층 (신사동),서울특별시 강남구 신사동  587번지 14호  동현빌딩,3220000-101-2011-00619,한식,한우등심,617.5,신사동,,서울특별시 강남구 도산대로 211,37.5225746,127.0406891,11,대형음식점,강남구
3220000,2016,2016-11-25,니뽕내뽕(코엑스점),서울특별시 강남구 영동대로 513 컨벤션센타동 지하1층 H117호 (삼성동 코엑스몰),서울특별시 강남구 삼성동  159번지  ,3220000-101-2014-01134,중국식,자장면짬뽕,84.83,삼성1동,02  60025151,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,소형음식점,강남구
3220000,2016,2016-11-25,반하는 보쌈&밥상,서울특별시 강남구 영동대로 513 지하1층 M103호 (삼성동 컨벤션센터 코엑스몰),서울특별시 강남구 삼성동  159번지 1호  컨벤션센터 코엑스몰 지하1층-M103,3220000-101-2006-00879,한식,보쌈,78.3,삼성1동,,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,소형음식점,강남구
3220000,2016,2016-11-25,진성식당,서울특별시 강남구 학동로81길 7 (청담동),서울특별시 강남구 청담동  76번지 11호  ,3220000-101-1989-16516,한식,칼국수 보쌈,100.0,청담동,0205118157,서울특별시 강남구 학동로81길 7,37.5202333,127.0504647,11,소형음식점,강남구
3220000,2016,2016-11-25,르사이공 코엑스몰점,서울특별시 강남구 영동대로 513 지하1층 H104호 (삼성동 코엑스기존컨벤션센터),서울특별시 강남구 삼성동  159번지  코엑스 기존컨벤션센터 H104호,3220000-101-2014-01148,중국식,,138.23,삼성1동,02  5572366,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,중형음식점,강남구
3220000,2016,2016-11-25,서백자 간장게장,서울특별시 강남구 삼성로 542 지상2층 (삼성동 석천빌딩),서울특별시 강남구 삼성동  151번지 4호  석천빌딩 2층,3220000-101-2012-00416,중국식,간장게장,260.3,삼성1동,02  34536008,서울특별시 강남구 삼성로 542,37.5215591,127.0488566,11,중형음식점,강남구
3220000,2016,2016-11-25,아오끼,서울특별시 강남구 선릉로100길 30 (삼성동지상1층),서울특별시 강남구 삼성동  140번지 17호  지상1층,3220000-101-2001-24240,일식,회정식,314.05,삼성2동,02 5691586,서울특별시 강남구 선릉로100길 30,37.506913,127.0490121,11,대형음식점,강남구
3220000,2016,2016-11-25,도모다찌,서울특별시 강남구 영동대로 513 지하1층 L101호 (삼성동 코엑스몰),서울특별시 강남구 삼성동  159번지  지하1층,3220000-101-2000-21888,경양식,돈가스 초밥,69.75,삼성1동,0260026243,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,소형음식점,강남구
3220000,2016,2016-11-25,더(The) 고깃집,서울특별시 강남구 삼성로100길 23-14 지상1층 (삼성동),서울특별시 강남구 삼성동  153번지 47호  ,3220000-101-2003-00423,한식,제주돼지근고기,62.81,삼성1동,5685160,서울특별시 강남구 삼성로100길 23-14,37.5100311,127.0573999,11,소형음식점,강남구
3220000,2016,2016-11-25,공수간 코엑스몰,서울특별시 강남구 영동대로 513 컨벤션센터동 지하1층 H116호 (삼성동 코엑스몰),서울특별시 강남구 삼성동  159번지  ,3220000-101-2014-01061,분식,떡볶이 순대 김밥,65.0,삼성1동,,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,소형음식점,강남구
3220000,2016,2016-11-25,그랜드마오,서울특별시 강남구 영동대로 513 지하1층 i101호 (삼성동 기존컨벤션센터),서울특별시 강남구 삼성동  159번지  ,3220000-101-2014-01159,한식,중식,542.5,삼성1동,,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,대형음식점,강남구
3220000,2016,2016-11-25,명동칼국수,서울특별시 강남구 영동대로 513 지하1층 O104호 (삼성동 코엑스몰),서울특별시 강남구 삼성동  159번지  지하1층,3220000-101-2014-00157,일식,칼국수 보쌈,160.61,삼성1동,0260026533,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,중형음식점,강남구
3220000,2016,2016-11-25,멘무샤,서울특별시 강남구 영동대로 513 컨벤션센터동 지하1층 I106호 (삼성동 코엑스몰),서울특별시 강남구 삼성동  159번지  ,3220000-101-2014-01091,한식,일본라면,72.5,삼성1동,,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,소형음식점,강남구
3220000,2016,2016-11-25,현대명가,서울특별시 강남구 봉은사로114길 38 지하1층 (삼성동),서울특별시 강남구 삼성동  166번지 3호  ,3220000-101-2015-01005,한식,한식뷔페,257.72,삼성1동,,서울특별시 강남구 봉은사로114길 38,37.5134971,127.0657361,11,중형음식점,강남구
3220000,2016,2016-11-25,금강식당,서울특별시 강남구 봉은사로30길 62 (역삼동영우빌딩1층),서울특별시 강남구 역삼동  668번지 8호  영우빌딩1층,3220000-101-2009-01111,경양식,한우등심구이,178.3,역삼1동,,서울특별시 강남구 봉은사로30길 62,37.5049959,127.0359613,11,중형음식점,강남구
3220000,2016,2016-11-25,영천영화,서울특별시 강남구 도산대로90길 3 (청담동상민빌딩 12층),서울특별시 강남구 청담동  50번지 13호  상민빌딩 12층,3220000-101-2007-00313,한식,한우,577.27,청담동,0234420381,서울특별시 강남구 도산대로90길 3,37.52445,127.0498652,11,대형음식점,강남구
3220000,2016,2016-11-25,청담갯벌장어,서울특별시 강남구 영동대로142길 29 23층 (청담동),서울특별시 강남구 청담동  130번지 22호  ,3220000-101-2014-01234,한식,갯벌장어,339.84,청담동,,서울특별시 강남구 영동대로142길 29,37.52540835,127.05564154931116,11,대형음식점,강남구
3220000,2016,2016-11-25,지하오,서울특별시 강남구 논현로64길 34 (역삼동지상1층),서울특별시 강남구 역삼동  787번지 8호  지상1층,3220000-101-2006-00843,중국식,찹쌀탕수육,62.96,역삼2동,02 5589119,서울특별시 강남구 논현로64길 34,37.493719,127.0424148,11,소형음식점,강남구
3220000,2016,2016-11-25,아야진생태찌개 역삼점,서울특별시 강남구 논현로 329 지상123층 (역삼동),서울특별시 강남구 역삼동  797번지 11호  지상123층,3220000-101-2013-00416,한식,생태찌개,253.28,역삼2동,,서울특별시 강남구 논현로 329,37.5299292,127.0254008,11,중형음식점,강남구
3220000,2016,2016-11-25,랭돈,서울특별시 강남구 테헤란로25길 15-5 지상1층 (역삼동),서울특별시 강남구 역삼동  644번지 7호  ,3220000-101-2015-00925,기타,김치찌개,190.0,역삼1동,,서울특별시 강남구 테헤란로25길 15-5,37.5013809,127.0348931,11,중형음식점,강남구
3220000,2016,2016-11-25,백억하누,서울특별시 강남구 테헤란로5길 29 12층 (역삼동),서울특별시 강남구 역삼동  817번지 26호  ,3220000-101-2014-01259,한식,한우불고기,257.73,역삼1동,,서울특별시 강남구 테헤란로5길 29,37.5014235,127.0289071,11,중형음식점,강남구
3220000,2016,2016-11-25,갓텐스시강남점,서울특별시 강남구 테헤란로 109 (역삼동강남제일빌딩 1층),서울특별시 강남구 역삼동  822번지 4호  강남제일빌딩 1층,3220000-101-2010-00821,일식,초밥,483.93,역삼1동,02  20511560,서울특별시 강남구 테헤란로 109,37.4982847,127.0284951,11,대형음식점,강남구
3220000,2016,2016-11-25,쭈불앤쭈불,서울특별시 강남구 테헤란로87길 22 지하1층 Q121호 (삼성동 한국도심공항터미널),서울특별시 강남구 삼성동  159번지 6호  한국도심공항터미널 지하1층-Q121,3220000-101-2014-00940,한식,쭈꾸미소불고기,71.23,삼성1동,,서울특별시 강남구 테헤란로87길 22,37.5098719,127.0583143,11,소형음식점,강남구
3220000,2016,2016-11-25,소풍,서울특별시 강남구 테헤란로87길 22 지하1층 Q101호 (삼성동 한국도심공항터미널),서울특별시 강남구 삼성동  159번지 6호  한국도심공항터미널 지하1층-Q101,3220000-101-2014-00907,분식,김밥,65.62,삼성1동,,서울특별시 강남구 테헤란로87길 22,37.5098719,127.0583143,11,소형음식점,강남구
3220000,2016,2016-11-25,삿뽀로야끼,서울특별시 강남구 삼성로100길 13 1층 (삼성동),서울특별시 강남구 삼성동  152번지 52호  ,3220000-101-1995-05258,한식,양갈비,42.0,삼성1동,02 5544741,서울특별시 강남구 삼성로100길 13,37.5100311,127.0573999,11,소형음식점,강남구
3220000,2016,2016-11-25,고궁수라간 코엑스점,서울특별시 강남구 테헤란로87길 22 지하1층 Q104호 (삼성동),서울특별시 강남구 삼성동  159번지 6호  ,3220000-101-2014-00847,한식,전주전통비빔밥,65.62,삼성1동,,서울특별시 강남구 테헤란로87길 22,37.5098719,127.0583143,11,소형음식점,강남구
3220000,2016,2016-11-25,밀란,서울특별시 강남구 개포로28길 4 (개포동지상1층101호),서울특별시 강남구 개포동  1215번지 0호  지상1층101호,3220000-101-2004-00840,한식,면류,128.76,개포4동,02 5071080,서울특별시 강남구 개포로28길 4,37.4761784,127.053359,11,중형음식점,강남구
3220000,2016,2016-11-25,시골진지상,서울특별시 강남구 삼성로 535 (삼성동),서울특별시 강남구 삼성동  127번지 9호  ,3220000-101-1996-13914,한식,보리굴비정식,136.8,삼성2동,02 5553448,서울특별시 강남구 삼성로 535,37.5215591,127.0488566,11,중형음식점,강남구
3220000,2016,2016-11-25,(주)중앙해장,서울특별시 강남구 영동대로86길 17 1층 (대치동),서울특별시 강남구 대치동  996번지 16호  ,3220000-101-2016-00067,한식,해장국,595.0,대치1동,,서울특별시 강남구 영동대로86길 17,37.50829285,127.06549465072086,11,대형음식점,강남구
3220000,2016,2016-11-25,예가낙지마을,서울특별시 강남구 영동대로 513 지하1층 O-110호 (삼성동 스타필드 코엑스몰),서울특별시 강남구 삼성동  159번지  스타필드 코엑스몰 지하1층-O-110,3220000-101-2002-00617,한식,낙지 볶음 덮밥,69.75,삼성1동,,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,소형음식점,강남구
3220000,2016,2016-11-25,한국돈거래소,서울특별시 강남구 삼성로100길 23-6 (삼성동),서울특별시 강남구 삼성동  153번지 57호  ,3220000-101-1994-07789,한식,두루치기,122.25,삼성1동,02 5019444,서울특별시 강남구 삼성로100길 23-6,37.5100311,127.0573999,11,중형음식점,강남구
3220000,2016,2016-11-25,대청뼈다귀감자탕,서울특별시 강남구 일원로9길 26 (일원동지상1층),서울특별시 강남구 일원동  666번지 2호  지상1층,3220000-101-2008-00175,한식,뼈다귀 감자탕,67.16,일원1동,02  445 6404,서울특별시 강남구 일원로9길 26,37.4894535,127.0819431,11,소형음식점,강남구
3220000,2016,2016-11-25,(주)정성담에프앤비,서울특별시 강남구 언주로173길 8 1층 (신사동),서울특별시 강남구 신사동  617번지 9호  ,3220000-101-2003-00336,한식,한정식,179.58,신사동,54580765,서울특별시 강남구 언주로173길 8,37.5278942,127.0315273,11,중형음식점,강남구
3220000,2016,2016-11-25,바오바오,서울특별시 강남구 봉은사로 516 지하2층 B201호 (삼성동 미켈란147),서울특별시 강남구 삼성동  147번지 2호  ,3220000-101-2014-01154,중국식,팔보채,285.15,삼성1동,,서울특별시 강남구 봉은사로 516,37.511046,127.0484653,11,중형음식점,강남구
3220000,2016,2016-11-25,호보식당,서울특별시 강남구 논현로85길 43 (역삼동지하1층),서울특별시 강남구 역삼동  741번지 12호  지하1층,3220000-101-2005-00354,한식,삼겹살,271.07,역삼1동,02  565 5505,서울특별시 강남구 논현로85길 43,37.4980775,127.0341912,11,중형음식점,강남구
3220000,2016,2016-11-25,남순남순대국 본점,서울특별시 강남구 도곡로4길 12 (도곡동),서울특별시 강남구 도곡동  945번지 2호  ,3220000-101-2009-01161,한식,순대국밥,158.67,도곡1동,02  574 3227,서울특별시 강남구 도곡로4길 12,37.4888358,127.034087,11,중형음식점,강남구
3220000,2016,2016-11-25,수림복국,서울특별시 강남구 테헤란로77길 11-13 (삼성동마룡빌딩지상1층),서울특별시 강남구 삼성동  143번지 22호  마룡빌딩지상1층,3220000-101-2003-01030,한식,복어정식,148.76,삼성2동,5692209,서울특별시 강남구 테헤란로77길 11-13,37.5079999,127.0541167,11,중형음식점,강남구
3220000,2016,2016-11-25,강남수랏간,서울특별시 강남구 역삼로 410 (대치동지상1층2층),서울특별시 강남구 대치동  908번지 5호  지상1층2층,3220000-101-2002-00593,한식,돼지갈비,349.92,대치4동,02 5675123,서울특별시 강남구 역삼로 410,37.5022148,127.0559596,11,대형음식점,강남구
3220000,2016,2016-11-25,봉산집,서울특별시 강남구 도산대로 232 (논현동지상1층),서울특별시 강남구 논현동  62번지 3호  지상1층,3220000-101-2009-00938,일식,차돌박이된장찌개,400.67,논현2동,,서울특별시 강남구 도산대로 232,37.52080785,127.0328595193038,11,대형음식점,강남구
3220000,2016,2016-11-25,안동찜닭 해물떡찜,서울특별시 강남구 영동대로 513 지하1층 M109호 (삼성동 B1 코엑스몰),서울특별시 강남구 삼성동  159번지  지하1층,3220000-101-2000-21742,한식,안동찜닭,66.36,삼성1동,0260026447,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,소형음식점,강남구
3220000,2016,2016-11-25,더드림,서울특별시 강남구 선릉로 518 지하1층 (삼성동),서울특별시 강남구 삼성동  140번지 25호  ,3220000-101-2012-00882,한식,김치찌개,110.3,삼성1동,02  536 8153,서울특별시 강남구 선릉로 518,37.5257607,127.0399898,11,중형음식점,강남구
3220000,2016,2016-11-25,크래버대게나라,서울특별시 강남구 언주로 620 지상1층 1호 (논현동),서울특별시 강남구 논현동  261번지  지상1층-1,3220000-101-2013-00626,한식,대게,443.73,논현1동,,서울특별시 강남구 언주로 620,37.5020465,127.0436448,11,대형음식점,강남구
3220000,2016,2016-11-25,신촌설렁탕 강남구청역점,서울특별시 강남구 선릉로 670 (삼성동지하1층),서울특별시 강남구 삼성동  1번지 4호  지하1층,3220000-101-2002-00719,한식,설렁탕,88.3,삼성1동,5451551,서울특별시 강남구 선릉로 670,37.5257607,127.0399898,11,소형음식점,강남구
3220000,2016,2016-11-25,삼성동 명인등심,서울특별시 강남구 봉은사로86길 30 (삼성동지상2층),서울특별시 강남구 삼성동  148번지 15호  지상2층,3220000-101-2002-00304,한식,한우특등심,264.0,삼성1동,02 5649049,서울특별시 강남구 봉은사로86길 30,37.5125229,127.0568627,11,중형음식점,강남구
3220000,2016,2016-11-25,경성면옥,서울특별시 강남구 테헤란로87길 36 지하1층 B10호 (삼성동 도심공항타워),서울특별시 강남구 삼성동  159번지  ,3220000-101-2002-00779,한식,회 물냉면,148.23,삼성1동,02  539 9966,서울특별시 강남구 테헤란로87길 36,37.5098719,127.0583143,11,중형음식점,강남구
3220000,2016,2016-11-25,당나라,서울특별시 강남구 테헤란로83길 42 지하1층 (삼성동),서울특별시 강남구 삼성동  153번지 19호  ,3220000-101-2016-00887,중국식,탕수육,145.88,삼성1동,,서울특별시 강남구 테헤란로83길 42,37.5093693,127.0570895,11,중형음식점,강남구
3220000,2016,2016-11-25,하동관,서울특별시 강남구 영동대로 513 지하1층 J-101호 (삼성동 코엑스 기존컨벤션센터),서울특별시 강남구 삼성동  159번지  코엑스 기존컨벤션센터 지하1-J-101,3220000-101-2014-01108,한식,한우곰탕,202.46,삼성1동,,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,중형음식점,강남구
3220000,2016,2016-11-25,일공,서울특별시 강남구 영동대로112길 61 지상3층 (삼성동),서울특별시 강남구 삼성동  101번지 9호  ,3220000-101-2013-00130,중국식,자장면,139.5,삼성1동,,서울특별시 강남구 영동대로112길 61,37.51598865,127.0652244621458,11,중형음식점,강남구
3220000,2016,2016-11-25,해품초 삼성점,서울특별시 강남구 테헤란로87길 29 (삼성동엠타워 지하1층),서울특별시 강남구 삼성동  154번지 11호  엠타워 지하1층,3220000-101-2011-00084,한식,한식,887.71,삼성1동,02  565 4997,서울특별시 강남구 테헤란로87길 29,37.5098719,127.0583143,11,대형음식점,강남구
3220000,2016,2016-11-25,청국장과보리밥,서울특별시 강남구 남부순환로 2738 (도곡동지상2층),서울특별시 강남구 도곡동  411번지 20호  지상2층,3220000-101-2001-23577,한식,청국장과 보리밥,181.82,도곡2동,,서울특별시 강남구 남부순환로 2738,37.4966691,127.0702472,11,중형음식점,강남구
3220000,2016,2016-11-25,삼환,서울특별시 강남구 영동대로112길 10 (삼성동외2필지),서울특별시 강남구 삼성동  107번지 5호  외2필지,3220000-101-1982-15910,한식,고기 구이,212.33,삼성1동,02 5462429,서울특별시 강남구 영동대로112길 10,37.5153853,127.0624493,11,중형음식점,강남구
